emp_no,last_name,title,from_date,birth_date,first_name,to_date
208119,Azulay,Senior Staff,1999-04-08,1955-05-28,Danny,9999-01-01
208134,Crabtree,Engineer,1985-09-10,1954-04-28,Sangeeta,1990-09-10
208134,Crabtree,Senior Engineer,1990-09-10,1954-04-28,Sangeeta,9999-01-01
208171,Demke,Senior Engineer,1986-12-23,1952-04-12,Martial,9999-01-01
208190,Azuma,Engineer,1987-12-01,1952-07-17,Marsja,1992-11-30
208190,Azuma,Senior Engineer,1992-11-30,1952-07-17,Marsja,9999-01-01
208200,Linares,Senior Engineer,1986-08-25,1955-04-02,Fabrizio,9999-01-01
208209,Matzat,Staff,1996-12-25,1953-11-18,Kersti,9999-01-01
208212,Lagarias,Senior Staff,1993-10-21,1953-11-12,Bangqing,9999-01-01
208212,Lagarias,Staff,1988-10-21,1953-11-12,Bangqing,1993-10-21
208213,Brookner,Senior Engineer,1988-05-10,1955-09-01,Hidde,9999-01-01
208218,Morrey,Engineer,1998-05-06,1952-10-11,Masaru,9999-01-01
208220,Beidas,Engineer,1994-06-01,1954-01-17,Shigehito,2000-05-31
208220,Beidas,Senior Engineer,2000-05-31,1954-01-17,Shigehito,9999-01-01
208227,Merro,Senior Staff,2001-10-28,1954-09-29,Bodo,9999-01-01
208227,Merro,Staff,1993-10-28,1954-09-29,Bodo,2001-10-28
208244,Crelier,Senior Engineer,1990-11-03,1952-04-18,Richara,9999-01-01
208249,Esposito,Engineer,1986-04-25,1955-09-12,Yuchang,1993-04-25
208249,Esposito,Senior Engineer,1993-04-25,1955-09-12,Yuchang,9999-01-01
208256,Mungall,Assistant Engineer,1986-06-24,1955-08-10,Hugh,1994-06-24
208256,Mungall,Engineer,1994-06-24,1955-08-10,Hugh,2002-06-24
208256,Mungall,Senior Engineer,2002-06-24,1955-08-10,Hugh,9999-01-01
208258,Remmers,Assistant Engineer,1986-08-13,1954-11-25,Nathalie,1995-08-13
208258,Remmers,Engineer,1995-08-13,1954-11-25,Nathalie,9999-01-01
208269,Sury,Senior Staff,1993-12-27,1954-07-25,Yuguang,9999-01-01
208269,Sury,Staff,1985-12-27,1954-07-25,Yuguang,1993-12-27
208293,Merks,Senior Engineer,1992-11-17,1952-05-24,Siddarth,9999-01-01
208346,Lorho,Engineer,1987-05-27,1953-12-18,Dharmaraja,1994-05-27
208346,Lorho,Senior Engineer,1994-05-27,1953-12-18,Dharmaraja,9999-01-01
208354,Boguraev,Senior Staff,1998-08-02,1952-06-06,Siamak,9999-01-01
208354,Boguraev,Staff,1990-08-02,1952-06-06,Siamak,1998-08-02
208358,Pokrovskii,Senior Staff,1998-08-21,1955-01-11,Keung,9999-01-01
208407,Kirkerud,Senior Staff,1994-04-10,1953-01-12,Arto,9999-01-01
208413,Pena,Senior Staff,1992-06-11,1953-10-12,Takahira,9999-01-01
208413,Pena,Staff,1987-06-12,1953-10-12,Takahira,1992-06-11
208417,Ponthieu,Senior Staff,1993-04-18,1952-12-13,Mani,9999-01-01
208417,Ponthieu,Staff,1987-04-19,1952-12-13,Mani,1993-04-18
208433,Serre,Technique Leader,1986-01-19,1952-02-13,Jaewon,9999-01-01
208435,Toyoshima,Senior Staff,1986-05-08,1953-10-17,Arfst,9999-01-01
208436,Denny,Senior Staff,1987-08-26,1952-07-14,Adhemar,9999-01-01
208456,Herbst,Senior Staff,1992-04-05,1953-02-10,Stabislas,9999-01-01
208456,Herbst,Staff,1986-04-06,1953-02-10,Stabislas,1992-04-05
208457,Yoshimura,Senior Staff,1986-05-22,1952-10-11,Pohua,9999-01-01
208463,Pillow,Senior Staff,1993-07-10,1955-05-12,Ipke,9999-01-01
208473,Msuda,Engineer,1987-04-26,1954-05-11,Toshimitsu,1994-04-26
208473,Msuda,Senior Engineer,1994-04-26,1954-05-11,Toshimitsu,9999-01-01
208479,Chinal,Staff,1997-08-19,1952-11-21,Teiji,9999-01-01
208482,Schwartzburd,Engineer,1992-12-05,1955-01-31,Vasilii,1998-12-05
208482,Schwartzburd,Senior Engineer,1998-12-05,1955-01-31,Vasilii,9999-01-01
208486,Iwayama,Staff,1994-01-06,1953-03-12,Chenye,9999-01-01
208490,Schicker,Senior Engineer,1988-04-23,1952-03-29,Masasuke,9999-01-01
208494,Pellegrinelli,Technique Leader,1986-10-08,1953-01-22,Sumali,9999-01-01
208498,Rosin,Assistant Engineer,1988-06-27,1952-07-09,Avishai,1996-06-27
208498,Rosin,Engineer,1996-06-27,1952-07-09,Avishai,9999-01-01
208500,Yurek,Senior Staff,1995-01-07,1952-06-06,Boaz,9999-01-01
208500,Yurek,Staff,1990-01-07,1952-06-06,Boaz,1995-01-07
208501,Chiodo,Senior Staff,1999-12-20,1952-08-28,Clyde,9999-01-01
208501,Chiodo,Staff,1991-12-20,1952-08-28,Clyde,1999-12-20
208511,Valtorta,Engineer,1991-01-31,1952-11-12,Shai,1997-01-30
208511,Valtorta,Senior Engineer,1997-01-30,1952-11-12,Shai,9999-01-01
208525,DiGiano,Senior Staff,1996-06-11,1955-04-23,Adam,9999-01-01
208525,DiGiano,Staff,1989-06-11,1955-04-23,Adam,1996-06-11
208528,Polupanov,Senior Staff,1988-07-09,1955-07-08,Sukumar,9999-01-01
208531,Peyn,Senior Staff,1996-09-23,1953-05-03,Dmitry,9999-01-01
208531,Peyn,Staff,1987-09-24,1953-05-03,Dmitry,1996-09-23
208545,Validov,Engineer,1987-08-09,1953-03-02,Chandrasekaran,1992-08-08
208545,Validov,Senior Engineer,1992-08-08,1953-03-02,Chandrasekaran,9999-01-01
208546,Garnier,Senior Staff,1993-09-07,1954-07-12,Piyush,9999-01-01
208546,Garnier,Staff,1986-09-07,1954-07-12,Piyush,1993-09-07
208557,Servieres,Engineer,1996-10-08,1953-02-28,Zhenhua,9999-01-01
208576,Rodham,Engineer,1988-01-09,1953-04-26,Alper,1993-01-08
208576,Rodham,Senior Engineer,1993-01-08,1953-04-26,Alper,9999-01-01
208583,Lorho,Senior Engineer,1985-08-25,1955-07-05,Utpal,9999-01-01
208586,Czap,Senior Engineer,1988-05-27,1953-12-06,Remko,9999-01-01
208589,Busillo,Engineer,1985-04-16,1953-09-25,Sarita,1992-04-16
208589,Busillo,Senior Engineer,1992-04-16,1953-09-25,Sarita,9999-01-01
208604,Gulik,Senior Engineer,1997-06-29,1952-08-23,Rafail,9999-01-01
208617,Onuegbe,Engineer,1985-03-11,1953-09-24,Nahla,1993-03-11
208617,Onuegbe,Senior Engineer,1993-03-11,1953-09-24,Nahla,9999-01-01
208619,Danlos,Engineer,1985-07-11,1954-07-08,Gererd,1990-07-11
208619,Danlos,Senior Engineer,1990-07-11,1954-07-08,Gererd,9999-01-01
208631,Schlumberger,Engineer,1992-04-05,1953-06-21,Amstein,2001-04-05
208631,Schlumberger,Senior Engineer,2001-04-05,1953-06-21,Amstein,9999-01-01
208638,Zobel,Staff,1998-12-23,1953-06-11,Khatoun,9999-01-01
208655,Rodham,Engineer,1986-12-03,1955-03-22,Yannik,1994-12-02
208655,Rodham,Senior Engineer,1994-12-02,1955-03-22,Yannik,9999-01-01
208659,Ventosa,Senior Engineer,1985-07-21,1953-05-30,Kristinn,9999-01-01
208684,Brizzi,Engineer,1990-09-27,1954-02-01,Kristin,1999-09-27
208684,Brizzi,Senior Engineer,1999-09-27,1954-02-01,Kristin,9999-01-01
208685,Morris,Engineer,1999-04-12,1952-07-12,Lokesh,9999-01-01
208686,Farrag,Senior Staff,1994-05-15,1952-10-06,Gadiel,9999-01-01
208686,Farrag,Staff,1985-05-15,1952-10-06,Gadiel,1994-05-15
208688,Peac,Senior Engineer,1986-02-21,1955-03-29,Rosita,9999-01-01
208689,Barvinok,Senior Staff,1986-06-16,1952-10-10,Hideo,9999-01-01
208692,Brlek,Senior Staff,1990-03-16,1955-11-25,Yoshinari,9999-01-01
208692,Brlek,Staff,1985-03-16,1955-11-25,Yoshinari,1990-03-16
208694,Famili,Senior Staff,1990-09-17,1954-03-19,Padma,9999-01-01
208694,Famili,Staff,1985-09-17,1954-03-19,Padma,1990-09-17
208699,Isaak,Senior Staff,1995-07-02,1952-04-11,Sachio,9999-01-01
208699,Isaak,Staff,1987-07-02,1952-04-11,Sachio,1995-07-02
208710,Schmezko,Senior Engineer,1985-03-30,1955-11-22,Faiza,9999-01-01
208724,Schnelling,Technique Leader,1987-01-01,1953-10-07,Yongdong,9999-01-01
208725,Baig,Senior Staff,1999-12-04,1954-11-05,Gilbert,9999-01-01
208726,Barinka,Senior Engineer,1988-04-01,1955-08-21,Mary,9999-01-01
208735,Narlikar,Senior Staff,1986-06-26,1953-07-01,Niranjan,9999-01-01
208740,Giveon,Senior Staff,1992-05-16,1953-05-09,Gonzalo,9999-01-01
208742,Ruther,Staff,1998-01-26,1954-12-29,Heather,9999-01-01
208746,Schaaf,Staff,1998-05-23,1953-11-02,Hatsukazu,9999-01-01
208750,Thummel,Staff,1996-06-09,1953-04-10,Leif,9999-01-01
208762,Zwicker,Engineer,1989-12-11,1953-02-05,Chikara,1996-12-11
208762,Zwicker,Senior Engineer,1996-12-11,1953-02-05,Chikara,9999-01-01
208766,Ashish,Senior Staff,1999-06-28,1955-04-23,Masadi,9999-01-01
208766,Ashish,Staff,1992-06-27,1955-04-23,Masadi,1999-06-28
208771,Bellmore,Engineer,1992-08-21,1954-03-31,Nidapan,1998-08-21
208771,Bellmore,Senior Engineer,1998-08-21,1954-03-31,Nidapan,9999-01-01
208775,Underwood,Engineer,1986-04-30,1954-07-11,Kiyotoshi,1992-04-29
208775,Underwood,Senior Engineer,1992-04-29,1954-07-11,Kiyotoshi,9999-01-01
208795,Pargas,Senior Staff,1995-04-05,1954-09-02,Ayakannu,9999-01-01
208795,Pargas,Staff,1986-04-05,1954-09-02,Ayakannu,1995-04-05
208807,Shobatake,Engineer,1994-05-04,1952-07-05,Zita,2000-05-03
208807,Shobatake,Senior Engineer,2000-05-03,1952-07-05,Zita,9999-01-01
208826,Speckmann,Senior Staff,1986-10-06,1953-05-06,Rance,9999-01-01
208833,Remmele,Engineer,1988-01-21,1955-11-27,Bojan,1996-01-21
208833,Remmele,Senior Engineer,1996-01-21,1955-11-27,Bojan,9999-01-01
208842,Jansch,Senior Staff,1985-04-09,1953-01-24,Kien,9999-01-01
208847,Demizu,Technique Leader,1999-08-18,1955-06-07,Shim,9999-01-01
208865,Taubenfeld,Senior Engineer,1985-03-01,1955-01-30,Nirmal,9999-01-01
208875,Garnham,Engineer,1988-04-30,1953-04-26,Syozo,1995-05-01
208875,Garnham,Senior Engineer,1995-05-01,1953-04-26,Syozo,9999-01-01
208877,Shihab,Assistant Engineer,1986-10-28,1955-04-30,Yinghua,1992-10-27
208877,Shihab,Engineer,1992-10-27,1955-04-30,Yinghua,1998-10-27
208877,Shihab,Senior Engineer,1998-10-27,1955-04-30,Yinghua,9999-01-01
208878,Tetzlaff,Senior Engineer,1986-11-23,1954-12-30,Vitali,9999-01-01
208883,Munos,Assistant Engineer,1986-05-11,1952-04-14,Herb,1995-05-11
208883,Munos,Engineer,1995-05-11,1952-04-14,Herb,9999-01-01
208886,Isaac,Senior Staff,1995-12-09,1954-12-14,Huan,9999-01-01
208888,Heuter,Engineer,1994-01-25,1954-08-04,Radhika,9999-01-01
208894,Murtafg,Engineer,1985-03-14,1955-12-22,Peer,1992-03-14
208894,Murtafg,Senior Engineer,1992-03-14,1955-12-22,Peer,9999-01-01
208898,Homond,Assistant Engineer,1988-06-22,1953-04-07,Ebru,1997-06-22
208898,Homond,Engineer,1997-06-22,1953-04-07,Ebru,9999-01-01
208900,Frezza,Senior Staff,1995-09-05,1953-01-03,Jayson,9999-01-01
208902,Thummel,Senior Staff,1987-04-30,1954-11-29,Shigeaki,9999-01-01
208904,Emden,Senior Engineer,1987-05-17,1953-11-21,Bojan,9999-01-01
208905,Ramsey,Senior Staff,1990-06-22,1952-08-11,Chenye,9999-01-01
208905,Ramsey,Staff,1985-06-22,1952-08-11,Chenye,1990-06-22
208908,Uludag,Engineer,1987-01-26,1955-08-23,Girolamo,1996-01-26
208908,Uludag,Senior Engineer,1996-01-26,1955-08-23,Girolamo,9999-01-01
208940,Comte,Senior Engineer,1989-10-05,1952-06-25,Hideo,9999-01-01
208947,Hockney,Assistant Engineer,1985-12-12,1954-03-26,Danil,1992-12-12
208947,Hockney,Engineer,1992-12-12,1954-03-26,Danil,1999-12-13
208947,Hockney,Senior Engineer,1999-12-13,1954-03-26,Danil,9999-01-01
208956,Plump,Senior Staff,1993-10-17,1952-11-02,Kwok,9999-01-01
208956,Plump,Staff,1987-10-18,1952-11-02,Kwok,1993-10-17
208969,Beetstra,Staff,1999-08-06,1953-03-11,Susuma,9999-01-01
208972,Marwedel,Senior Staff,2000-04-24,1952-02-26,Phuoc,9999-01-01
208972,Marwedel,Staff,1995-04-25,1952-02-26,Phuoc,2000-04-24
208975,Honglei,Senior Engineer,1986-01-11,1954-01-12,Giordano,9999-01-01
208978,Provine,Senior Staff,1995-03-03,1952-04-14,Shaowei,9999-01-01
208978,Provine,Staff,1986-03-03,1952-04-14,Shaowei,1995-03-03
208979,Werthner,Technique Leader,1986-06-28,1954-09-16,Candida,9999-01-01
208980,Baak,Engineer,1985-09-21,1954-11-20,Wanqing,1990-09-21
208980,Baak,Senior Engineer,1990-09-21,1954-11-20,Wanqing,9999-01-01
208982,Sinitsyn,Engineer,1988-11-17,1953-07-14,Rutger,1997-11-17
208982,Sinitsyn,Senior Engineer,1997-11-17,1953-07-14,Rutger,9999-01-01
208994,Fujisaki,Senior Staff,2001-04-10,1952-04-07,Haldon,9999-01-01
208994,Fujisaki,Staff,1993-04-10,1952-04-07,Haldon,2001-04-10
209005,Iivonen,Engineer,1999-09-12,1953-04-08,Kazunori,9999-01-01
209008,Ranft,Senior Staff,1986-09-24,1953-05-04,Lidong,9999-01-01
209026,Maksimenko,Engineer,1986-07-15,1953-07-15,Szabolcs,1994-07-15
209026,Maksimenko,Senior Engineer,1994-07-15,1953-07-15,Szabolcs,9999-01-01
209033,Percebois,Assistant Engineer,1987-07-20,1952-11-19,Patricio,1994-07-20
209033,Percebois,Engineer,1994-07-20,1952-11-19,Patricio,2001-07-20
209033,Percebois,Senior Engineer,2001-07-20,1952-11-19,Patricio,9999-01-01
209043,Flexer,Engineer,1985-07-12,1955-04-05,Seshu,1991-07-12
209043,Flexer,Senior Engineer,1991-07-12,1955-04-05,Seshu,9999-01-01
209046,Kriebel,Senior Engineer,1994-04-05,1954-04-08,Ennio,9999-01-01
209061,Zhang,Engineer,1986-08-16,1952-08-20,Licheng,1992-08-15
209061,Zhang,Senior Engineer,1992-08-15,1952-08-20,Licheng,9999-01-01
209083,Zaiane,Senior Engineer,1995-04-26,1954-11-07,Kersti,9999-01-01
209094,Piancastelli,Technique Leader,1995-04-04,1954-12-15,Moriyoshi,9999-01-01
209110,Mullainathan,Senior Engineer,1985-10-11,1953-02-14,Filipe,9999-01-01
209112,Joslin,Engineer,1987-02-23,1952-09-21,Nigel,1994-02-23
209112,Joslin,Senior Engineer,1994-02-23,1952-09-21,Nigel,9999-01-01
209121,Ramalingam,Engineer,1987-08-09,1952-09-23,Greger,1992-08-08
209121,Ramalingam,Senior Engineer,1992-08-08,1952-09-23,Greger,9999-01-01
209127,Luon,Engineer,1985-09-06,1953-07-14,Annemarie,1994-09-06
209127,Luon,Senior Engineer,1994-09-06,1953-07-14,Annemarie,9999-01-01
209146,Rindone,Engineer,1992-06-19,1953-10-21,Ziva,2000-06-19
209146,Rindone,Senior Engineer,2000-06-19,1953-10-21,Ziva,9999-01-01
209163,Verspoor,Assistant Engineer,1985-08-01,1954-11-13,Moni,1990-08-01
209163,Verspoor,Engineer,1990-08-01,1954-11-13,Moni,1995-08-01
209163,Verspoor,Senior Engineer,1995-08-01,1954-11-13,Moni,9999-01-01
209174,Vidal,Senior Staff,1992-09-28,1953-08-17,Kiam,9999-01-01
209174,Vidal,Staff,1987-09-29,1953-08-17,Kiam,1992-09-28
209179,Gaughan,Assistant Engineer,1985-11-28,1955-11-01,Kazunori,1993-11-28
209179,Gaughan,Engineer,1993-11-28,1955-11-01,Kazunori,2001-11-28
209179,Gaughan,Senior Engineer,2001-11-28,1955-11-01,Kazunori,9999-01-01
209181,Strandh,Engineer,1985-11-19,1954-02-02,Basil,1990-11-19
209181,Strandh,Senior Engineer,1990-11-19,1954-02-02,Basil,9999-01-01
209183,Huttel,Engineer,1987-11-11,1954-10-04,Susanne,1995-11-11
209183,Huttel,Senior Engineer,1995-11-11,1954-10-04,Susanne,9999-01-01
209187,Usery,Senior Staff,1993-05-11,1954-09-06,Shigeaki,9999-01-01
209187,Usery,Staff,1987-05-12,1954-09-06,Shigeaki,1993-05-11
209194,Snedden,Engineer,1986-04-09,1955-01-11,Owen,1995-04-09
209194,Snedden,Senior Engineer,1995-04-09,1955-01-11,Owen,9999-01-01
209212,Trumbly,Engineer,1998-02-17,1952-03-04,Bouchung,9999-01-01
209215,Janocha,Engineer,1986-11-07,1953-10-29,Branimir,1991-11-07
209215,Janocha,Senior Engineer,1991-11-07,1953-10-29,Branimir,9999-01-01
209218,Kopetz,Engineer,1999-12-01,1954-12-21,Utz,9999-01-01
209219,Rohrbach,Engineer,1987-10-08,1955-03-19,Mitchel,1992-10-07
209219,Rohrbach,Senior Engineer,1992-10-07,1955-03-19,Mitchel,9999-01-01
209222,Ginesta,Senior Engineer,1997-04-03,1952-10-02,Anyuan,9999-01-01
209252,Bultermann,Engineer,1987-09-16,1953-03-25,Giordano,1992-09-15
209252,Bultermann,Senior Engineer,1992-09-15,1953-03-25,Giordano,9999-01-01
209260,Ouhyoung,Senior Staff,1988-01-14,1955-06-18,Maya,9999-01-01
209279,Bail,Senior Staff,1996-03-03,1955-09-17,Roddy,9999-01-01
209279,Bail,Staff,1988-03-03,1955-09-17,Roddy,1996-03-03
209291,Trogemann,Senior Staff,1996-03-22,1952-05-22,Hilari,9999-01-01
209291,Trogemann,Staff,1988-03-22,1952-05-22,Hilari,1996-03-22
209293,Masada,Senior Engineer,1986-03-14,1954-09-14,Jessie,9999-01-01
209300,Karner,Engineer,1989-11-22,1953-10-08,Ronghao,1997-11-22
209300,Karner,Senior Engineer,1997-11-22,1953-10-08,Ronghao,9999-01-01
209304,Stille,Engineer,1988-05-03,1953-12-27,Marc,1996-05-03
209304,Stille,Senior Engineer,1996-05-03,1953-12-27,Marc,9999-01-01
209306,Honglei,Engineer,1996-11-07,1955-08-24,Tadahiro,9999-01-01
209312,Colorni,Senior Staff,1992-04-22,1954-10-14,Junichi,9999-01-01
209313,Lupu,Senior Staff,1995-12-20,1954-03-27,Naraig,9999-01-01
209313,Lupu,Staff,1989-12-20,1954-03-27,Naraig,1995-12-20
209316,Kuszyk,Engineer,1993-06-18,1955-12-28,Jaana,2002-06-18
209316,Kuszyk,Senior Engineer,2002-06-18,1955-12-28,Jaana,9999-01-01
209320,Piancastelli,Senior Staff,1990-11-17,1954-11-27,Candida,9999-01-01
209320,Piancastelli,Staff,1985-11-17,1954-11-27,Candida,1990-11-17
209322,Frezza,Assistant Engineer,1988-03-14,1953-11-05,Xumin,1993-03-14
209322,Frezza,Engineer,1993-03-14,1953-11-05,Xumin,1998-03-14
209322,Frezza,Senior Engineer,1998-03-14,1953-11-05,Xumin,9999-01-01
209325,Goldhammer,Engineer,1988-02-16,1955-11-17,Shih,1994-02-15
209325,Goldhammer,Senior Engineer,1994-02-15,1955-11-17,Shih,9999-01-01
209345,Linares,Engineer,1987-02-05,1954-12-09,Pohua,1995-02-05
209345,Linares,Senior Engineer,1995-02-05,1954-12-09,Pohua,9999-01-01
209356,Jansen,Senior Staff,1995-06-14,1955-09-29,Tesuro,9999-01-01
209356,Jansen,Staff,1986-06-14,1955-09-29,Tesuro,1995-06-14
209360,Stifter,Senior Staff,2000-09-12,1953-12-19,Duke,9999-01-01
209360,Stifter,Staff,1993-09-12,1953-12-19,Duke,2000-09-12
209364,Casperson,Senior Engineer,1988-10-25,1954-04-05,Manibrata,9999-01-01
209383,Iisaku,Senior Engineer,1998-03-10,1953-05-04,Elvia,9999-01-01
209392,Kandlur,Senior Staff,1996-05-08,1953-11-11,Elvis,9999-01-01
209392,Kandlur,Staff,1989-05-08,1953-11-11,Elvis,1996-05-08
209394,Sundgren,Staff,1994-02-11,1953-01-24,Tristan,9999-01-01
209410,Cronau,Senior Engineer,1985-10-13,1954-12-20,Subhash,9999-01-01
209418,Thimonier,Engineer,1987-01-17,1955-07-27,Faiza,1993-01-16
209418,Thimonier,Senior Engineer,1993-01-16,1955-07-27,Faiza,9999-01-01
209419,Kabayashi,Staff,1999-04-10,1953-10-30,Vugranam,9999-01-01
209436,Benaini,Senior Staff,2000-12-23,1953-07-13,Barton,9999-01-01
209436,Benaini,Staff,1992-12-23,1953-07-13,Barton,2000-12-23
209439,Hemaspaandra,Senior Staff,1996-05-16,1953-02-14,Gay,9999-01-01
209439,Hemaspaandra,Staff,1989-05-16,1953-02-14,Gay,1996-05-16
209445,Deville,Senior Staff,1997-01-24,1953-04-25,Zhiwei,9999-01-01
209445,Deville,Staff,1988-01-25,1953-04-25,Zhiwei,1997-01-24
209463,Masand,Senior Staff,1995-01-25,1953-12-27,Arun,9999-01-01
209478,Nitta,Senior Staff,1991-08-09,1955-08-05,Kasidit,9999-01-01
209478,Nitta,Staff,1985-08-09,1955-08-05,Kasidit,1991-08-09
209502,Sudbeck,Senior Staff,1995-02-05,1955-04-06,Holgard,9999-01-01
209502,Sudbeck,Staff,1988-02-05,1955-04-06,Holgard,1995-02-05
209539,Erde,Engineer,1988-07-20,1955-05-04,Aloys,1997-07-20
209539,Erde,Senior Engineer,1997-07-20,1955-05-04,Aloys,9999-01-01
209543,Porenta,Engineer,1987-08-10,1955-02-21,Heng,1993-08-09
209543,Porenta,Senior Engineer,1993-08-09,1955-02-21,Heng,9999-01-01
209544,Kobuchi,Engineer,1985-07-09,1955-09-29,Fumiya,1990-07-09
209544,Kobuchi,Senior Engineer,1990-07-09,1955-09-29,Fumiya,9999-01-01
209575,Kambil,Senior Engineer,1996-03-28,1953-10-03,Zita,9999-01-01
209577,Viele,Staff,1998-04-03,1954-05-06,Shaz,9999-01-01
209589,Baumann,Senior Staff,1991-02-13,1953-02-16,Genki,9999-01-01
209589,Baumann,Staff,1986-02-13,1953-02-16,Genki,1991-02-13
209602,Foong,Senior Staff,1994-07-17,1953-04-23,Stamatina,9999-01-01
209610,Rouquie,Engineer,1988-06-15,1955-07-26,Deniz,1996-06-15
209610,Rouquie,Senior Engineer,1996-06-15,1955-07-26,Deniz,9999-01-01
209617,Lund,Senior Staff,1998-02-20,1954-10-11,Sarita,9999-01-01
209617,Lund,Staff,1990-02-20,1954-10-11,Sarita,1998-02-20
209622,Luit,Engineer,1987-10-09,1955-12-26,Radoslaw,1994-10-09
209622,Luit,Senior Engineer,1994-10-09,1955-12-26,Radoslaw,9999-01-01
209654,Stiles,Senior Staff,1999-07-07,1955-02-02,Aksel,9999-01-01
209656,Oehlmann,Senior Staff,1990-10-15,1955-06-01,Ger,9999-01-01
209656,Oehlmann,Staff,1985-10-15,1955-06-01,Ger,1990-10-15
209657,Lunn,Technique Leader,1987-09-16,1953-03-19,Narain,9999-01-01
209670,Sewelson,Senior Staff,1991-10-23,1952-04-12,Lubomir,9999-01-01
209670,Sewelson,Staff,1986-10-23,1952-04-12,Lubomir,1991-10-23
209674,Kroft,Engineer,1986-09-10,1952-05-21,Krassimir,1994-09-10
209674,Kroft,Senior Engineer,1994-09-10,1952-05-21,Krassimir,9999-01-01
209703,Meszaros,Senior Engineer,1992-07-13,1954-09-22,Wuxu,9999-01-01
209713,Heping,Senior Engineer,1992-07-01,1954-10-23,Nahla,9999-01-01
209717,Mellouli,Engineer,1999-03-04,1953-08-28,Thanasis,9999-01-01
209719,DuBourdieux,Engineer,1988-07-05,1953-02-15,Serap,1994-07-05
209719,DuBourdieux,Senior Engineer,1994-07-05,1953-02-15,Serap,9999-01-01
209721,Heemskerk,Senior Staff,1989-01-12,1955-12-31,Shaw,9999-01-01
209724,Viele,Senior Staff,1988-05-17,1955-06-29,Xianlong,9999-01-01
209751,Rosch,Assistant Engineer,1987-01-18,1954-04-14,Cristinel,1993-01-17
209751,Rosch,Engineer,1993-01-17,1954-04-14,Cristinel,1999-01-17
209751,Rosch,Senior Engineer,1999-01-17,1954-04-14,Cristinel,9999-01-01
209752,Gulak,Senior Staff,1996-08-18,1954-10-13,Amabile,9999-01-01
209771,Muniz,Senior Staff,1999-08-08,1953-06-24,Vitali,9999-01-01
209773,Vendrig,Engineer,1988-07-25,1955-04-16,Jaques,1997-07-25
209773,Vendrig,Senior Engineer,1997-07-25,1955-04-16,Jaques,9999-01-01
209777,Condotta,Engineer,1999-01-21,1954-03-11,Ravishankar,9999-01-01
209778,Walstra,Senior Staff,1988-11-25,1954-02-03,Przemyslawa,9999-01-01
209791,Garnham,Senior Staff,1986-10-23,1952-03-27,Mabhin,9999-01-01
209792,Bernick,Engineer,1985-08-11,1953-11-19,Yoshinari,1993-08-11
209792,Bernick,Senior Engineer,1993-08-11,1953-11-19,Yoshinari,9999-01-01
209799,Caine,Senior Staff,1999-05-04,1955-07-28,Honesty,9999-01-01
209799,Caine,Staff,1994-05-04,1955-07-28,Honesty,1999-05-04
209808,Calkin,Engineer,1991-03-14,1954-02-01,Reinhold,2000-03-13
209808,Calkin,Senior Engineer,2000-03-13,1954-02-01,Reinhold,9999-01-01
209811,Turnbull,Engineer,1993-12-04,1955-07-31,Gao,1998-12-04
209811,Turnbull,Senior Engineer,1998-12-04,1955-07-31,Gao,9999-01-01
209817,Vecchi,Engineer,1990-10-29,1952-12-11,Arunas,1997-10-29
209817,Vecchi,Senior Engineer,1997-10-29,1952-12-11,Arunas,9999-01-01
209828,Brender,Engineer,1997-11-18,1952-07-03,Vatsa,9999-01-01
209829,Rosca,Staff,1997-12-27,1955-02-12,Froduald,9999-01-01
209832,Holburn,Senior Staff,1993-03-04,1955-07-15,Tru,9999-01-01
209832,Holburn,Staff,1987-03-05,1955-07-15,Tru,1993-03-04
209834,Alvarado,Engineer,1989-01-22,1955-01-19,Nitsan,1994-01-22
209834,Alvarado,Senior Engineer,1994-01-22,1955-01-19,Nitsan,9999-01-01
209860,Engberts,Technique Leader,1998-02-12,1955-04-20,Perla,9999-01-01
209872,Kaiser,Senior Staff,1995-12-16,1954-06-06,Breannda,9999-01-01
209872,Kaiser,Staff,1988-12-15,1954-06-06,Breannda,1995-12-16
209877,Dredge,Senior Staff,1988-04-04,1954-09-09,Kristian,9999-01-01
209890,Radivojevic,Staff,1997-03-25,1953-03-01,Ronghao,9999-01-01
209899,Nicolson,Engineer,1988-10-26,1955-05-12,Lucien,1996-10-26
209899,Nicolson,Senior Engineer,1996-10-26,1955-05-12,Lucien,9999-01-01
209906,Fadgyas,Senior Staff,1992-09-03,1953-04-07,Joydip,9999-01-01
209906,Fadgyas,Staff,1985-09-03,1953-04-07,Joydip,1992-09-03
209915,Pashtan,Engineer,1987-10-18,1955-04-24,Lillian,1993-10-17
209915,Pashtan,Senior Engineer,1993-10-17,1955-04-24,Lillian,9999-01-01
209937,Bage,Engineer,1988-02-25,1955-10-09,Erez,1996-02-25
209937,Bage,Senior Engineer,1996-02-25,1955-10-09,Erez,9999-01-01
209949,Kornyak,Senior Staff,1989-07-30,1953-01-24,Wanqing,9999-01-01
209959,Markovitch,Engineer,1998-03-07,1954-09-28,Zongyan,9999-01-01
209997,Servi,Assistant Engineer,1986-05-13,1955-04-12,Nevin,1993-05-13
209997,Servi,Engineer,1993-05-13,1955-04-12,Nevin,2000-05-13
209997,Servi,Senior Engineer,2000-05-13,1955-04-12,Nevin,9999-01-01
